epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
26,0.999186030079208,0.0013468134670121697,0.008124077390261636,0.0045314517165884974,0.9632173717193637,0.033441396637979376,0.01092695604295567,0.037724763132283436
27,0.9993340246102611,0.0012428145415519303,0.008037739169712356,0.00439360820912558,0.9627742072892986,0.033655856348300026,0.010930969520479625,0.037940796208996125
28,0.9992600271242054,0.0011721741055134732,0.007953523015028668,0.004289955030922748,0.9618878799480106,0.03407573629295334,0.0109059647536254,0.038350873995258036
29,0.999186030079208,0.0011559310764735586,0.00785973396509791,0.004236946722363153,0.9623310421988676,0.033573244886279247,0.010839969118998864,0.03782251264874483
30,0.9995560164068408,0.0009193705171544839,0.00777657232627706,0.0039677867895271755,0.9632173728419862,0.03374203522971509,0.01087272061144823,0.038004141676216144
31,0.9995560164068408,0.0009653154253870738,0.007668610423154422,0.003971410617334317,0.9618878797499008,0.03376953487063574,0.010906610990941125,0.03804492606938157
32,0.9994820191413142,0.0008807178700891069,0.007612467971876423,0.003864805221394839,0.9627742061666763,0.033625180226854685,0.010860437004732654,0.0378824709843171
33,0.9996300136723673,0.000830327279853156,0.007554085201334191,0.0037915286116949267,0.9625526254044492,0.03346948115354394,0.010848775889857392,0.03772220122368411
34,0.9994080218757877,0.0008199117373629749,0.007498288224420232,0.0037592406453665654,0.9632173717193637,0.03338654344019986,0.010926010309593287,0.03766953926259512
35,0.9994080218757877,0.0007765681999833222,0.007428101925114582,0.003688384073379699,0.9634389536042132,0.03351122206738023,0.010914452609701222,0.03778968715454746
36,0.9994080218757877,0.0007643010293850225,0.007351789273236449,0.0036462023457819897,0.9616662972046852,0.03358458974334853,0.01089883872723455,0.03785693446410448
37,0.9995560164068408,0.0007357969030581904,0.0073570408788409735,0.003619756846794404,0.9618878788914248,0.03389818128719866,0.010833537437491417,0.03814492784222287
38,0.9996300136723673,0.0006864257406826023,0.007296238537453004,0.0035465511634695844,0.9616662972046852,0.03390141678027957,0.010879433864808923,0.03816615478268234
39,0.9996300136723673,0.0006597800739966544,0.007232440904159674,0.0034948968327777486,0.9601152220296405,0.03402984048866197,0.010888685348903674,0.038298205196748696
40,0.9994820191413142,0.0006644577802567545,0.0071965998715881095,0.003485524845187575,0.9614447153198357,0.033795697774411666,0.010919549546955468,0.038076161174877485
41,0.9994820191413142,0.0006412623425302568,0.007162329148563457,0.003448895300457063,0.9614447146594696,0.03401920715395398,0.010873467151359147,0.03828160652054819
42,0.9996300136723673,0.0006101354313745911,0.007130851186037315,0.0034054290301410296,0.9612231327746201,0.033955418457090686,0.010953810608052436,0.038249312284641006
43,0.9997040109378938,0.000594298562840508,0.007086950574531673,0.003372383134494582,0.9607799690049211,0.033867294493785366,0.010969491738901566,0.038167335713404395
44,0.9996300136723673,0.000569941258503925,0.007101721366553445,0.003353815967259402,0.9605583871200717,0.03421034507028826,0.01096726947766579,0.0385095144513377
45,0.9996300136723673,0.0005705831187273329,0.007069485677458292,0.0033418214390803043,0.9598936419277796,0.034056061109041295,0.010966135049125301,0.038354785975169205
46,0.9997040109378938,0.0005580901075625752,0.007015589295641256,0.0033082010417459103,0.960779968344555,0.033998299407301764,0.011027843771787572,0.03832121416246413
47,0.9997040109378938,0.0005450666096507775,0.006988534128441701,0.0032845719287962283,0.9605583871200717,0.03416703164872429,0.010961571713532273,0.038463967767878506
48,0.9996300136723673,0.0005264008292532682,0.006997450816793626,0.00326940149260555,0.9605583871200717,0.03425502788621817,0.01095344433459849,0.038548777807656545
49,0.9995560164068408,0.0005716354901248226,0.006971731883334072,0.0033045543020182333,0.9603368052352222,0.034191890060432724,0.010943742692961698,0.03848183691706589
50,0.9996300136723673,0.0005327714222192113,0.0069750948388083165,0.003267008533609781,0.9607799690049211,0.03412622334376704,0.01098177574869842,0.038431079155643616
51,0.9997040107173646,0.0005172403341967357,0.00692865755604722,0.0032332740211942043,0.9598936408051572,0.0341935050019918,0.010987620960408027,0.038500652169446474
